,datum,uhrzeit,wett,runde,tag,spielort,ergebnis,tf,tk,gegner,xg,xga,besitz,zuschauerzahl,kapitän,aufstellung,schiedsrichter,spielbericht,hinweise,sc,sat,entf.,fs,elf,veelf,saison,verein
13,08.10.2022,18:30,Bundesliga,Spielwoche 9,Sa.,Auswärts,U,2.0,2.0,Dortmund,0.6,1.6,56.0,81.365,Manuel Neuer,4-2-3-1,Deniz Aytekin,Spielbericht,,9.0,3.0,205.0,0.0,0.0,0.0,2023,Bayern Munich
15,16.10.2022,19:30,Bundesliga,Spielwoche 10,So.,Heim,S,5.0,0.0,Freiburg,2.1,0.3,66.0,75.0,Joshua Kimmich,4-2-3-1,Sascha Stegemann,Spielbericht,,16.0,8.0,184.0,0.0,0.0,0.0,2023,Bayern Munich
17,22.10.2022,15:30,Bundesliga,Spielwoche 11,Sa.,Auswärts,S,2.0,0.0,Hoffenheim,2.4,0.8,58.0,30.15,Joshua Kimmich,4-2-3-1,Sven Jablonski,Spielbericht,,21.0,9.0,139.0,0.0,0.0,0.0,2023,Bayern Munich
19,29.10.2022,15:30,Bundesliga,Spielwoche 12,Sa.,Heim,S,6.0,2.0,Mainz 05,3.1,2.2,69.0,75.0,Joshua Kimmich,4-2-3-1,Felix Zwayer,Spielbericht,,23.0,12.0,153.0,0.0,0.0,1.0,2023,Bayern Munich
21,05.11.2022,15:30,Bundesliga,Spielwoche 13,Sa.,Auswärts,S,3.0,2.0,Hertha BSC,1.9,1.2,72.0,74.667,Manuel Neuer,4-2-3-1,Bastian Dankert,Spielbericht,,14.0,4.0,171.0,1.0,0.0,0.0,2023,Bayern Munich
22,08.11.2022,20:30,Bundesliga,Spielwoche 14,Di.,Heim,S,6.0,1.0,Werder Bremen,4.4,1.3,61.0,75.0,Manuel Neuer,4-2-3-1,Robert Hartmann,Spielbericht,,20.0,9.0,144.0,0.0,0.0,1.0,2023,Bayern Munich
23,12.11.2022,18:30,Bundesliga,Spielwoche 15,Sa.,Auswärts,S,2.0,0.0,Schalke 04,1.9,0.8,68.0,62.271,Manuel Neuer,4-2-3-1,Felix Zwayer,Spielbericht,,21.0,6.0,187.0,0.0,0.0,0.0,2023,Bayern Munich
24,20.01.2023,20:30,Bundesliga,Spielwoche 16,Fr.,Auswärts,U,1.0,1.0,RB Leipzig,0.7,0.7,58.0,47.069,Joshua Kimmich,4-2-3-1,Daniel Siebert,Spielbericht,,7.0,2.0,139.0,0.0,0.0,0.0,2023,Bayern Munich
25,24.01.2023,20:30,Bundesliga,Spielwoche 17,Di.,Heim,U,1.0,1.0,Köln,1.4,0.8,77.0,75.0,Joshua Kimmich,4-2-3-1,Tobias Stieler,Spielbericht,,25.0,7.0,173.0,0.0,0.0,0.0,2023,Bayern Munich
26,28.01.2023,18:30,Bundesliga,Spielwoche 18,Sa.,Heim,U,1.0,1.0,Eint Frankfurt,1.6,0.6,67.0,75.0,Thomas Müller,4-1-4-1,Sven Jablonski,Spielbericht,,14.0,5.0,179.0,0.0,0.0,0.0,2023,Bayern Munich
28,05.02.2023,17:30,Bundesliga,Spielwoche 19,So.,Auswärts,S,4.0,2.0,Wolfsburg,0.5,2.2,48.0,30.0,Thomas Müller,4-2-3-1,Harm Osmers,Spielbericht,,9.0,4.0,196.0,0.0,0.0,0.0,2023,Bayern Munich
29,11.02.2023,15:30,Bundesliga,Spielwoche 20,Sa.,Heim,S,3.0,0.0,Bochum,3.7,0.3,64.0,75.0,Thomas Müller,3-1-4-2,Matthias Jöllenbeck,Spielbericht,,22.0,11.0,167.0,0.0,1.0,1.0,2023,Bayern Munich
31,18.02.2023,15:30,Bundesliga,Spielwoche 21,Sa.,Auswärts,N,2.0,3.0,M'Gladbach,1.1,2.4,47.0,54.042,Thomas Müller,3-1-4-2,Tobias Welz,Spielbericht,,13.0,5.0,184.0,0.0,0.0,0.0,2023,Bayern Munich
32,26.02.2023,17:30,Bundesliga,Spielwoche 22,So.,Heim,S,3.0,0.0,Union Berlin,3.6,0.4,69.0,75.0,Thomas Müller,4-2-3-1,Marco Fritz,Spielbericht,,20.0,9.0,138.0,0.0,0.0,0.0,2023,Bayern Munich
33,04.03.2023,18:30,Bundesliga,Spielwoche 23,Sa.,Auswärts,S,2.0,1.0,Stuttgart,2.1,0.8,60.0,47.8,Thomas Müller,4-2-3-1,Christian Dingert,Spielbericht,,14.0,6.0,149.0,0.0,0.0,0.0,2023,Bayern Munich
35,11.03.2023,15:30,Bundesliga,Spielwoche 24,Sa.,Heim,S,5.0,3.0,Augsburg,2.4,2.5,65.0,75.0,Joshua Kimmich,3-4-3,Florian Badstübner,Spielbericht,,23.0,8.0,161.0,1.0,0.0,0.0,2023,Bayern Munich
36,19.03.2023,17:30,Bundesliga,Spielwoche 25,So.,Auswärts,N,1.0,2.0,Leverkusen,1.0,2.0,60.0,30.21,Thomas Müller,3-1-4-2,Tobias Stieler,Spielbericht,,11.0,6.0,150.0,0.0,0.0,0.0,2023,Bayern Munich
37,01.04.2023,18:30,Bundesliga,Spielwoche 26,Sa.,Heim,S,4.0,2.0,Dortmund,2.4,1.5,48.0,75.0,Thomas Müller,4-2-3-1,Marco Fritz,Spielbericht,,16.0,9.0,165.0,0.0,0.0,0.0,2023,Bayern Munich
39,08.04.2023,15:30,Bundesliga,Spielwoche 27,Sa.,Auswärts,S,1.0,0.0,Freiburg,3.5,1.0,66.0,34.7,Thomas Müller,4-1-4-1,Daniel Siebert,Spielbericht,,22.0,8.0,162.0,0.0,0.0,0.0,2023,Bayern Munich
41,15.04.2023,15:30,Bundesliga,Spielwoche 28,Sa.,Heim,U,1.0,1.0,Hoffenheim,1.6,0.4,66.0,75.0,Thomas Müller,4-2-3-1,Bastian Dankert,Spielbericht,,22.0,8.0,178.0,0.0,0.0,0.0,2023,Bayern Munich
43,22.04.2023,15:30,Bundesliga,Spielwoche 29,Sa.,Auswärts,N,1.0,3.0,Mainz 05,1.9,1.6,74.0,33.305,Thomas Müller,3-1-4-2,Felix Zwayer,Spielbericht,,11.0,2.0,143.0,0.0,0.0,0.0,2023,Bayern Munich
44,30.04.2023,15:30,Bundesliga,Spielwoche 30,So.,Heim,S,2.0,0.0,Hertha BSC,2.7,0.1,80.0,75.0,Joshua Kimmich,4-2-3-1,Patrick Ittrich,Spielbericht,,26.0,9.0,163.0,1.0,0.0,0.0,2023,Bayern Munich
45,06.05.2023,18:30,Bundesliga,Spielwoche 31,Sa.,Auswärts,S,2.0,1.0,Werder Bremen,1.4,0.7,67.0,42.1,Joshua Kimmich,4-2-3-1,Christian Dingert,Spielbericht,,13.0,4.0,147.0,0.0,0.0,0.0,2023,Bayern Munich
46,13.05.2023,15:30,Bundesliga,Spielwoche 32,Sa.,Heim,S,6.0,0.0,Schalke 04,5.3,0.4,62.0,75.0,Thomas Müller,4-1-4-1,Robert Schröder,Spielbericht,,24.0,12.0,165.0,1.0,1.0,1.0,2023,Bayern Munich
47,20.05.2023,18:30,Bundesliga,Spielwoche 33,Sa.,Heim,N,1.0,3.0,RB Leipzig,1.6,2.8,60.0,75.0,Thomas Müller,4-2-3-1,Deniz Aytekin,Spielbericht,,17.0,5.0,183.0,0.0,0.0,0.0,2023,Bayern Munich
48,27.05.2023,15:30,Bundesliga,Spielwoche 34,Sa.,Auswärts,S,2.0,1.0,Köln,1.3,1.3,53.0,50.0,Thomas Müller,4-2-3-1,Sven Jablonski,Spielbericht,,12.0,4.0,131.0,0.0,0.0,0.0,2023,Bayern Munich
1,06.08.2022,18:30,Bundesliga,Spielwoche 1,Sa.,Heim,S,1.0,0.0,Leverkusen,1.8,1.3,45.0,81.365,Marco Reus,4-3-3,Felix Brych,Spielbericht,,14.0,4.0,178.0,1.0,0.0,0.0,2023,Dortmund
2,12.08.2022,20:30,Bundesliga,Spielwoche 2,Fr.,Auswärts,S,3.0,1.0,Freiburg,1.1,1.0,61.0,34.7,Marco Reus,4-2-3-1,Tobias Welz,Spielbericht,,13.0,6.0,206.0,1.0,0.0,0.0,2023,Dortmund
3,20.08.2022,15:30,Bundesliga,Spielwoche 3,Sa.,Heim,N,2.0,3.0,Werder Bremen,0.5,1.3,50.0,81.365,Marco Reus,4-2-3-1,Florian Badstübner,Spielbericht,,6.0,4.0,212.0,0.0,0.0,0.0,2023,Dortmund
4,27.08.2022,15:30,Bundesliga,Spielwoche 4,Sa.,Auswärts,S,1.0,0.0,Hertha BSC,2.7,0.5,62.0,62.142,Marco Reus,4-2-3-1,Tobias Stieler,Spielbericht,,22.0,6.0,145.0,1.0,0.0,0.0,2023,Dortmund
5,02.09.2022,20:30,Bundesliga,Spielwoche 5,Fr.,Heim,S,1.0,0.0,Hoffenheim,2.0,0.5,49.0,79.3,Marco Reus,4-5-1,Daniel Siebert,Spielbericht,,15.0,5.0,133.0,0.0,0.0,0.0,2023,Dortmund
7,10.09.2022,15:30,Bundesliga,Spielwoche 6,Sa.,Auswärts,N,0.0,3.0,RB Leipzig,0.6,2.0,55.0,47.069,Marco Reus,4-2-3-1,Sven Jablonski,Spielbericht,,5.0,0.0,128.0,0.0,0.0,0.0,2023,Dortmund
9,17.09.2022,15:30,Bundesliga,Spielwoche 7,Sa.,Heim,S,1.0,0.0,Schalke 04,1.8,0.1,65.0,81.1,Marco Reus,4-2-3-1,Felix Brych,Spielbericht,,17.0,5.0,141.0,0.0,0.0,0.0,2023,Dortmund
10,01.10.2022,15:30,Bundesliga,Spielwoche 8,Sa.,Auswärts,N,2.0,3.0,Köln,2.5,1.9,58.0,50.0,Jude Bellingham,4-2-3-1,Harm Osmers,Spielbericht,,22.0,8.0,164.0,1.0,0.0,0.0,2023,Dortmund
12,08.10.2022,18:30,Bundesliga,Spielwoche 9,Sa.,Heim,U,2.0,2.0,Bayern München,1.6,0.6,44.0,81.365,Mats Hummels,4-3-3,Deniz Aytekin,Spielbericht,,12.0,6.0,155.0,0.0,0.0,0.0,2023,Dortmund
14,16.10.2022,17:30,Bundesliga,Spielwoche 10,So.,Auswärts,N,0.0,2.0,Union Berlin,0.8,1.9,76.0,22.012,Mats Hummels,3-5-2,Tobias Stieler,Spielbericht,,14.0,6.0,183.0,1.0,0.0,0.0,2023,Dortmund
16,22.10.2022,15:30,Bundesliga,Spielwoche 11,Sa.,Heim,S,5.0,0.0,Stuttgart,2.6,1.0,60.0,81.365,Mats Hummels,4-2-3-1,Daniel Schlager,Spielbericht,,18.0,10.0,172.0,1.0,0.0,0.0,2023,Dortmund
18,29.10.2022,18:30,Bundesliga,Spielwoche 12,Sa.,Auswärts,S,2.0,1.0,Eint Frankfurt,0.6,1.9,42.0,50.0,Mats Hummels,4-2-3-1,Sascha Stegemann,Spielbericht,,7.0,2.0,211.0,1.0,0.0,0.0,2023,Dortmund
20,05.11.2022,15:30,Bundesliga,Spielwoche 13,Sa.,Heim,S,3.0,0.0,Bochum,1.5,0.6,60.0,81.365,Mats Hummels,4-2-3-1,Tobias Stieler,Spielbericht,,5.0,2.0,257.0,1.0,1.0,1.0,2023,Dortmund
21,08.11.2022,18:30,Bundesliga,Spielwoche 14,Di.,Auswärts,N,0.0,2.0,Wolfsburg,1.6,2.4,63.0,28.675,Mats Hummels,4-2-3-1,Christian Dingert,Spielbericht,,21.0,6.0,169.0,1.0,0.0,0.0,2023,Dortmund
22,11.11.2022,20:30,Bundesliga,Spielwoche 15,Fr.,Auswärts,N,2.0,4.0,M'Gladbach,3.0,2.1,61.0,54.042,Mats Hummels,4-2-3-1,Sven Jablonski,Spielbericht,,20.0,10.0,135.0,1.0,0.0,0.0,2023,Dortmund
23,22.01.2023,15:30,Bundesliga,Spielwoche 16,So.,Heim,S,4.0,3.0,Augsburg,2.9,1.7,68.0,81.365,Mats Hummels,4-2-3-1,Frank Willenborg,Spielbericht,,27.0,9.0,160.0,0.0,0.0,0.0,2023,Dortmund
24,25.01.2023,18:30,Bundesliga,Spielwoche 17,Mi.,Auswärts,S,2.0,1.0,Mainz 05,1.5,1.2,62.0,31.5,Niklas Süle,4-2-3-1,Sascha Stegemann,Spielbericht,,11.0,6.0,182.0,0.0,0.0,0.0,2023,Dortmund
25,29.01.2023,17:30,Bundesliga,Spielwoche 18,So.,Auswärts,S,2.0,0.0,Leverkusen,0.9,1.7,44.0,30.21,Jude Bellingham,4-5-1,Tobias Welz,Spielbericht,,6.0,2.0,204.0,0.0,0.0,0.0,2023,Dortmund
26,04.02.2023,15:30,Bundesliga,Spielwoche 19,Sa.,Heim,S,5.0,1.0,Freiburg,1.9,0.4,76.0,81.365,Marco Reus,4-1-4-1,Robert Schröder,Spielbericht,,26.0,10.0,191.0,1.0,0.0,0.0,2023,Dortmund
28,11.02.2023,15:30,Bundesliga,Spielwoche 20,Sa.,Auswärts,S,2.0,0.0,Werder Bremen,2.5,0.6,56.0,42.1,Marco Reus,4-1-4-1,Felix Brych,Spielbericht,,18.0,9.0,159.0,0.0,0.0,0.0,2023,Dortmund
30,19.02.2023,17:30,Bundesliga,Spielwoche 21,So.,Heim,S,4.0,1.0,Hertha BSC,2.5,1.1,58.0,81.365,Marco Reus,4-5-1,Harm Osmers,Spielbericht,,12.0,5.0,160.0,1.0,0.0,0.0,2023,Dortmund
31,25.02.2023,15:30,Bundesliga,Spielwoche 22,Sa.,Auswärts,S,1.0,0.0,Hoffenheim,2.3,1.3,56.0,30.15,Marco Reus,4-3-3,Martin Petersen,Spielbericht,,25.0,11.0,150.0,0.0,0.0,0.0,2023,Dortmund
32,03.03.2023,20:30,Bundesliga,Spielwoche 23,Fr.,Heim,S,2.0,1.0,RB Leipzig,1.2,2.2,38.0,81.365,Marco Reus,4-1-4-1,Sven Jablonski,Spielbericht,,7.0,2.0,215.0,1.0,1.0,1.0,2023,Dortmund
34,11.03.2023,18:30,Bundesliga,Spielwoche 24,Sa.,Auswärts,U,2.0,2.0,Schalke 04,2.0,1.5,65.0,61.571,Mats Hummels,4-3-3,Marco Fritz,Spielbericht,,20.0,8.0,180.0,1.0,0.0,0.0,2023,Dortmund
35,18.03.2023,18:30,Bundesliga,Spielwoche 25,Sa.,Heim,S,6.0,1.0,Köln,3.3,1.6,63.0,81.365,Marco Reus,4-3-3,Daniel Siebert,Spielbericht,,12.0,8.0,124.0,1.0,0.0,0.0,2023,Dortmund
36,01.04.2023,18:30,Bundesliga,Spielwoche 26,Sa.,Auswärts,N,2.0,4.0,Bayern München,1.5,2.4,52.0,75.0,Marco Reus,4-5-1,Marco Fritz,Spielbericht,,9.0,3.0,172.0,0.0,1.0,1.0,2023,Dortmund
38,08.04.2023,15:30,Bundesliga,Spielwoche 27,Sa.,Heim,S,2.0,1.0,Union Berlin,2.6,0.5,63.0,81.365,Mats Hummels,4-3-3,Daniel Schlager,Spielbericht,,15.0,6.0,154.0,0.0,0.0,0.0,2023,Dortmund
39,15.04.2023,15:30,Bundesliga,Spielwoche 28,Sa.,Auswärts,U,3.0,3.0,Stuttgart,1.8,1.4,57.0,47.3,Mats Hummels,4-1-4-1,Harm Osmers,Spielbericht,,15.0,6.0,160.0,1.0,0.0,0.0,2023,Dortmund
40,22.04.2023,18:30,Bundesliga,Spielwoche 29,Sa.,Heim,S,4.0,0.0,Eint Frankfurt,1.1,0.6,55.0,81.365,Mats Hummels,4-3-3,Deniz Aytekin,Spielbericht,,14.0,7.0,169.0,1.0,0.0,0.0,2023,Dortmund
41,28.04.2023,20:30,Bundesliga,Spielwoche 30,Fr.,Auswärts,U,1.0,1.0,Bochum,2.7,0.9,66.0,26.0,Mats Hummels,4-3-3,Sascha Stegemann,Spielbericht,,22.0,7.0,141.0,0.0,0.0,0.0,2023,Dortmund
42,07.05.2023,17:30,Bundesliga,Spielwoche 31,So.,Heim,S,6.0,0.0,Wolfsburg,4.2,1.2,57.0,81.365,Mats Hummels,4-3-3,Marco Fritz,Spielbericht,,19.0,10.0,184.0,1.0,0.0,1.0,2023,Dortmund
43,13.05.2023,18:30,Bundesliga,Spielwoche 32,Sa.,Heim,S,5.0,2.0,M'Gladbach,4.5,2.0,54.0,81.365,Mats Hummels,4-2-3-1,Daniel Schlager,Spielbericht,,33.0,11.0,185.0,1.0,1.0,1.0,2023,Dortmund
44,21.05.2023,17:30,Bundesliga,Spielwoche 33,So.,Auswärts,S,3.0,0.0,Augsburg,3.1,0.2,64.0,30.66,Mats Hummels,4-5-1,Tobias Welz,Spielbericht,,28.0,10.0,169.0,1.0,0.0,0.0,2023,Dortmund
45,27.05.2023,15:30,Bundesliga,Spielwoche 34,Sa.,Heim,U,2.0,2.0,Mainz 05,4.0,1.8,73.0,81.365,Mats Hummels,4-5-1,Marco Fritz,Spielbericht,,28.0,9.0,150.0,0.0,0.0,1.0,2023,Dortmund
1,07.08.2022,15:30,Bundesliga,Spielwoche 1,So.,Auswärts,U,1.0,1.0,Stuttgart,1.6,0.8,67.0,46.0,Péter Gulácsi,3-4-1-2,Tobias Stieler,Spielbericht,,28.0,9.0,194.0,0.0,0.0,0.0,2023,RB Leipzig
2,13.08.2022,15:30,Bundesliga,Spielwoche 2,Sa.,Heim,U,2.0,2.0,Köln,1.0,1.5,52.0,49.579,Péter Gulácsi,3-1-4-2,Benjamin Brand,Spielbericht,,9.0,5.0,192.0,1.0,0.0,0.0,2023,RB Leipzig
3,20.08.2022,18:30,Bundesliga,Spielwoche 3,Sa.,Auswärts,N,1.0,2.0,Union Berlin,0.9,0.7,73.0,21.056,Willi Orban,3-1-4-2,Deniz Aytekin,Spielbericht,,16.0,1.0,186.0,0.0,0.0,0.0,2023,RB Leipzig
4,27.08.2022,15:30,Bundesliga,Spielwoche 4,Sa.,Heim,S,2.0,0.0,Wolfsburg,3.5,0.5,43.0,41.243,Willi Orban,3-4-1-2,Bastian Dankert,Spielbericht,,15.0,6.0,151.0,0.0,1.0,1.0,2023,RB Leipzig
6,03.09.2022,18:30,Bundesliga,Spielwoche 5,Sa.,Auswärts,N,0.0,4.0,Eint Frankfurt,0.2,3.1,56.0,49.7,Péter Gulácsi,3-4-1-2,Felix Brych,Spielbericht,,4.0,0.0,122.0,0.0,0.0,0.0,2023,RB Leipzig
8,10.09.2022,15:30,Bundesliga,Spielwoche 6,Sa.,Heim,S,3.0,0.0,Dortmund,2.0,0.6,45.0,47.069,Péter Gulácsi,4-2-3-1,Sven Jablonski,Spielbericht,,15.0,5.0,153.0,0.0,0.0,0.0,2023,RB Leipzig
10,17.09.2022,18:30,Bundesliga,Spielwoche 7,Sa.,Auswärts,N,0.0,3.0,M'Gladbach,0.9,2.7,55.0,50.186,Péter Gulácsi,4-2-3-1,Patrick Ittrich,Spielbericht,,12.0,5.0,148.0,0.0,0.0,0.0,2023,RB Leipzig
11,01.10.2022,15:30,Bundesliga,Spielwoche 8,Sa.,Heim,S,4.0,0.0,Bochum,3.9,0.1,70.0,44.403,Péter Gulácsi,4-2-3-1,Florian Badstübner,Spielbericht,,15.0,8.0,177.0,0.0,1.0,2.0,2023,RB Leipzig
13,08.10.2022,15:30,Bundesliga,Spielwoche 9,Sa.,Auswärts,U,1.0,1.0,Mainz 05,1.0,0.6,63.0,26.1,Willi Orban,4-2-3-1,Felix Brych,Spielbericht,,13.0,3.0,190.0,0.0,0.0,0.0,2023,RB Leipzig
15,15.10.2022,18:30,Bundesliga,Spielwoche 10,Sa.,Heim,S,3.0,2.0,Hertha BSC,2.9,2.3,60.0,47.069,Willi Orban,4-2-2-2,Harm Osmers,Spielbericht,,14.0,4.0,136.0,1.0,0.0,0.0,2023,RB Leipzig
17,22.10.2022,15:30,Bundesliga,Spielwoche 11,Sa.,Auswärts,U,3.0,3.0,Augsburg,2.4,1.6,67.0,25.109,Willi Orban,4-2-2-2,Robert Schröder,Spielbericht,,18.0,7.0,176.0,2.0,0.0,0.0,2023,RB Leipzig
19,29.10.2022,15:30,Bundesliga,Spielwoche 12,Sa.,Heim,S,2.0,0.0,Leverkusen,1.2,0.1,46.0,45.598,Willi Orban,3-4-3,Sven Jablonski,Spielbericht,,10.0,6.0,164.0,0.0,0.0,0.0,2023,RB Leipzig
21,05.11.2022,15:30,Bundesliga,Spielwoche 13,Sa.,Auswärts,S,3.0,1.0,Hoffenheim,1.7,0.9,63.0,23.127,Willi Orban,4-2-2-2,Martin Petersen,Spielbericht,,17.0,8.0,174.0,1.0,0.0,0.0,2023,RB Leipzig
22,09.11.2022,20:30,Bundesliga,Spielwoche 14,Mi.,Heim,S,3.0,1.0,Freiburg,2.9,0.2,58.0,41.24,Willi Orban,4-4-2,Harm Osmers,Spielbericht,,15.0,7.0,177.0,0.0,1.0,1.0,2023,RB Leipzig
23,12.11.2022,15:30,Bundesliga,Spielwoche 15,Sa.,Auswärts,S,2.0,1.0,Werder Bremen,1.7,0.9,52.0,41.5,Willi Orban,4-4-2,Matthias Jöllenbeck,Spielbericht,,14.0,3.0,165.0,1.0,0.0,0.0,2023,RB Leipzig
24,20.01.2023,20:30,Bundesliga,Spielwoche 16,Fr.,Heim,U,1.0,1.0,Bayern München,0.7,0.7,42.0,47.069,Willi Orban,4-2-3-1,Daniel Siebert,Spielbericht,,10.0,3.0,201.0,0.0,0.0,0.0,2023,RB Leipzig
25,24.01.2023,18:30,Bundesliga,Spielwoche 17,Di.,Auswärts,S,6.0,1.0,Schalke 04,2.7,0.7,57.0,56.841,Willi Orban,4-2-2-2,Benjamin Cortus,Spielbericht,,21.0,14.0,157.0,0.0,0.0,0.0,2023,RB Leipzig
26,27.01.2023,20:30,Bundesliga,Spielwoche 18,Fr.,Heim,S,2.0,1.0,Stuttgart,1.0,1.7,54.0,46.158,Willi Orban,4-2-2-2,Felix Zwayer,Spielbericht,,10.0,4.0,152.0,1.0,0.0,0.0,2023,RB Leipzig
28,04.02.2023,15:30,Bundesliga,Spielwoche 19,Sa.,Auswärts,U,0.0,0.0,Köln,1.3,0.8,56.0,49.2,Willi Orban,3-4-3,Martin Petersen,Spielbericht,,7.0,2.0,178.0,0.0,0.0,0.0,2023,RB Leipzig
29,11.02.2023,18:30,Bundesliga,Spielwoche 20,Sa.,Heim,N,1.0,2.0,Union Berlin,0.6,1.7,63.0,47.069,Marcel Halstenberg,3-4-3,Daniel Schlager,Spielbericht,,10.0,2.0,218.0,0.0,0.0,0.0,2023,RB Leipzig
30,18.02.2023,15:30,Bundesliga,Spielwoche 21,Sa.,Auswärts,S,3.0,0.0,Wolfsburg,3.0,0.2,57.0,24.831,Willi Orban,4-2-3-1,Deniz Aytekin,Spielbericht,,16.0,4.0,156.0,1.0,0.0,0.0,2023,RB Leipzig
32,25.02.2023,15:30,Bundesliga,Spielwoche 22,Sa.,Heim,S,2.0,1.0,Eint Frankfurt,1.7,0.8,53.0,47.069,Willi Orban,4-2-2-2,Felix Brych,Spielbericht,,10.0,5.0,141.0,0.0,0.0,0.0,2023,RB Leipzig
33,03.03.2023,20:30,Bundesliga,Spielwoche 23,Fr.,Auswärts,N,1.0,2.0,Dortmund,2.2,1.2,62.0,81.365,Willi Orban,4-2-2-2,Sven Jablonski,Spielbericht,,17.0,5.0,156.0,0.0,0.0,0.0,2023,RB Leipzig
34,11.03.2023,15:30,Bundesliga,Spielwoche 24,Sa.,Heim,S,3.0,0.0,M'Gladbach,2.5,1.6,66.0,46.687,Willi Orban,4-2-2-2,Matthias Jöllenbeck,Spielbericht,,13.0,8.0,167.0,1.0,1.0,1.0,2023,RB Leipzig
36,18.03.2023,15:30,Bundesliga,Spielwoche 25,Sa.,Auswärts,N,0.0,1.0,Bochum,1.8,1.1,65.0,24.4,Willi Orban,4-2-2-2,Sascha Stegemann,Spielbericht,,22.0,8.0,179.0,2.0,0.0,0.0,2023,RB Leipzig
37,01.04.2023,15:30,Bundesliga,Spielwoche 26,Sa.,Heim,N,0.0,3.0,Mainz 05,0.8,2.9,69.0,45.597,Willi Orban,4-2-2-2,Christian Dingert,Spielbericht,,12.0,3.0,255.0,2.0,0.0,0.0,2023,RB Leipzig
39,08.04.2023,18:30,Bundesliga,Spielwoche 27,Sa.,Auswärts,S,1.0,0.0,Hertha BSC,2.0,0.5,66.0,50.679,Willi Orban,3-4-3,Deniz Aytekin,Spielbericht,,18.0,6.0,166.0,0.0,0.0,0.0,2023,RB Leipzig
40,15.04.2023,15:30,Bundesliga,Spielwoche 28,Sa.,Heim,S,3.0,2.0,Augsburg,1.8,0.7,58.0,46.058,Willi Orban,3-4-3,Marco Fritz,Spielbericht,,12.0,6.0,168.0,0.0,0.0,0.0,2023,RB Leipzig
41,23.04.2023,17:30,Bundesliga,Spielwoche 29,So.,Auswärts,N,0.0,2.0,Leverkusen,1.9,1.1,69.0,29.085,Willi Orban,3-4-3,Daniel Schlager,Spielbericht,,26.0,5.0,200.0,3.0,0.0,0.0,2023,RB Leipzig
42,29.04.2023,15:30,Bundesliga,Spielwoche 30,Sa.,Heim,S,1.0,0.0,Hoffenheim,1.4,0.3,59.0,45.294,Willi Orban,3-4-3,Tobias Stieler,Spielbericht,,15.0,2.0,150.0,0.0,0.0,0.0,2023,RB Leipzig
44,06.05.2023,15:30,Bundesliga,Spielwoche 31,Sa.,Auswärts,S,1.0,0.0,Freiburg,1.9,0.4,59.0,32.9,Willi Orban,4-2-2-2,Tobias Welz,Spielbericht,,13.0,5.0,187.0,0.0,0.0,0.0,2023,RB Leipzig
45,14.05.2023,17:30,Bundesliga,Spielwoche 32,So.,Heim,S,2.0,1.0,Werder Bremen,2.2,1.1,61.0,47.069,Willi Orban,4-2-2-2,Florian Badstübner,Spielbericht,,20.0,7.0,190.0,2.0,0.0,0.0,2023,RB Leipzig
46,20.05.2023,18:30,Bundesliga,Spielwoche 33,Sa.,Auswärts,S,3.0,1.0,Bayern München,2.8,1.6,40.0,75.0,Willi Orban,4-2-2-2,Deniz Aytekin,Spielbericht,,12.0,5.0,202.0,0.0,2.0,2.0,2023,RB Leipzig
47,27.05.2023,15:30,Bundesliga,Spielwoche 34,Sa.,Heim,S,4.0,2.0,Schalke 04,2.6,1.2,51.0,47.069,Willi Orban,4-2-2-2,Harm Osmers,Spielbericht,,18.0,11.0,177.0,0.0,0.0,0.0,2023,RB Leipzig
1,06.08.2022,15:30,Bundesliga,Spielwoche 1,Sa.,Heim,S,3.0,1.0,Hertha BSC,1.0,0.3,49.0,22.012,Christopher Trimmel,3-5-2,Marco Fritz,Spielbericht,,19.0,8.0,190.0,0.0,0.0,0.0,2023,Union Berlin
2,14.08.2022,15:30,Bundesliga,Spielwoche 2,So.,Auswärts,U,0.0,0.0,Mainz 05,0.4,0.7,51.0,25.009,Rani Khedira,3-5-2,Daniel Schlager,Spielbericht,,10.0,2.0,228.0,0.0,0.0,0.0,2023,Union Berlin
3,20.08.2022,18:30,Bundesliga,Spielwoche 3,Sa.,Heim,S,2.0,1.0,RB Leipzig,0.7,0.9,27.0,21.056,Christopher Trimmel,3-5-2,Deniz Aytekin,Spielbericht,,7.0,2.0,172.0,0.0,0.0,0.0,2023,Union Berlin
4,27.08.2022,15:30,Bundesliga,Spielwoche 4,Sa.,Auswärts,S,6.0,1.0,Schalke 04,1.1,1.9,41.0,62.271,Rani Khedira,3-5-2,Robert Hartmann,Spielbericht,,12.0,7.0,161.0,0.0,0.0,0.0,2023,Union Berlin
5,03.09.2022,15:30,Bundesliga,Spielwoche 5,Sa.,Heim,U,1.0,1.0,Bayern München,0.3,1.5,26.0,22.012,Christopher Trimmel,3-5-2,Frank Willenborg,Spielbericht,,7.0,2.0,244.0,0.0,0.0,0.0,2023,Union Berlin
7,11.09.2022,15:30,Bundesliga,Spielwoche 6,So.,Auswärts,S,1.0,0.0,Köln,1.5,0.6,47.0,49.5,Christopher Trimmel,3-5-2,Benjamin Cortus,Spielbericht,,11.0,2.0,187.0,0.0,0.0,1.0,2023,Union Berlin
