,datum,uhrzeit,wett,runde,tag,spielort,ergebnis,tf,tk,gegner,xg,xga,besitz,zuschauerzahl,kapitän,aufstellung,schiedsrichter,spielbericht,hinweise,sc,sat,entf.,fs,elf,veelf,saison,verein
30,16.04.2023,17:30,Bundesliga,Spielwoche 28,So.,Auswärts,U,1.0,1.0,Union Berlin,1.8,1.2,60.0,20.0,Manuel Riemann,4-3-3,Tobias Stieler,Spielbericht,,13.0,5.0,157.0,0.0,1.0,1.0,2023,Bochum
31,22.04.2023,15:30,Bundesliga,Spielwoche 29,Sa.,Heim,N,1.0,5.0,Wolfsburg,2.6,3.6,55.0,24.834,Anthony Losilla,4-2-3-1,Felix Brych,Spielbericht,,24.0,6.0,145.0,1.0,0.0,0.0,2023,Bochum
32,28.04.2023,20:30,Bundesliga,Spielwoche 30,Fr.,Heim,U,1.0,1.0,Dortmund,0.9,2.7,34.0,26.0,Anthony Losilla,4-2-3-1,Sascha Stegemann,Spielbericht,,13.0,4.0,177.0,0.0,0.0,0.0,2023,Bochum
33,06.05.2023,15:30,Bundesliga,Spielwoche 31,Sa.,Auswärts,N,0.0,2.0,M'Gladbach,1.1,1.9,45.0,53.797,Anthony Losilla,4-3-3,Robert Schröder,Spielbericht,,14.0,2.0,182.0,2.0,0.0,0.0,2023,Bochum
34,13.05.2023,15:30,Bundesliga,Spielwoche 32,Sa.,Heim,S,3.0,2.0,Augsburg,1.2,1.8,55.0,24.453,Anthony Losilla,4-3-3,Patrick Ittrich,Spielbericht,,13.0,8.0,180.0,0.0,0.0,0.0,2023,Bochum
35,20.05.2023,15:30,Bundesliga,Spielwoche 33,Sa.,Auswärts,U,1.0,1.0,Hertha BSC,1.1,1.2,50.0,70.692,Anthony Losilla,4-3-3,Felix Brych,Spielbericht,,16.0,4.0,212.0,0.0,0.0,0.0,2023,Bochum
36,27.05.2023,15:30,Bundesliga,Spielwoche 34,Sa.,Heim,S,3.0,0.0,Leverkusen,1.3,0.8,50.0,26.0,Anthony Losilla,4-3-3,Tobias Welz,Spielbericht,,12.0,5.0,145.0,0.0,0.0,0.0,2023,Bochum
1,06.08.2022,15:30,Bundesliga,Spielwoche 1,Sa.,Heim,N,0.0,4.0,Freiburg,0.7,1.3,53.0,25.31,Jeffrey Gouweleeuw,3-1-4-2,Bastian Dankert,Spielbericht,,11.0,2.0,174.0,1.0,0.0,0.0,2023,Augsburg
2,13.08.2022,15:30,Bundesliga,Spielwoche 2,Sa.,Auswärts,S,2.0,1.0,Leverkusen,0.4,2.5,34.0,22.903,Jeffrey Gouweleeuw,3-5-2,Benjamin Cortus,Spielbericht,,6.0,4.0,190.0,0.0,0.0,0.0,2023,Augsburg
3,20.08.2022,15:30,Bundesliga,Spielwoche 3,Sa.,Heim,N,1.0,2.0,Mainz 05,0.5,2.1,50.0,23.755,Jeffrey Gouweleeuw,3-4-3,Sascha Stegemann,Spielbericht,,7.0,2.0,219.0,1.0,0.0,0.0,2023,Augsburg
4,27.08.2022,15:30,Bundesliga,Spielwoche 4,Sa.,Auswärts,N,0.0,1.0,Hoffenheim,0.6,1.9,50.0,17.206,Jeffrey Gouweleeuw,3-4-1-2,Tobias Welz,Spielbericht,,11.0,1.0,171.0,0.0,0.0,0.0,2023,Augsburg
5,04.09.2022,15:30,Bundesliga,Spielwoche 5,So.,Heim,N,0.0,2.0,Hertha BSC,0.4,2.1,48.0,25.789,Jeffrey Gouweleeuw,3-5-2,Harm Osmers,Spielbericht,,7.0,1.0,216.0,1.0,0.0,0.0,2023,Augsburg
6,09.09.2022,20:30,Bundesliga,Spielwoche 6,Fr.,Auswärts,S,1.0,0.0,Werder Bremen,1.0,1.3,32.0,41.0,Jeffrey Gouweleeuw,3-4-3,Martin Petersen,Spielbericht,,15.0,6.0,225.0,0.0,0.0,0.0,2023,Augsburg
7,17.09.2022,15:30,Bundesliga,Spielwoche 7,Sa.,Heim,S,1.0,0.0,Bayern München,1.7,1.6,24.0,30.66,Jeffrey Gouweleeuw,4-2-3-1,Marco Fritz,Spielbericht,,10.0,4.0,129.0,0.0,0.0,0.0,2023,Augsburg
8,02.10.2022,17:30,Bundesliga,Spielwoche 8,So.,Auswärts,S,3.0,2.0,Schalke 04,1.4,1.8,44.0,60.328,Jeffrey Gouweleeuw,4-2-2-2,Daniel Schlager,Spielbericht,,12.0,6.0,176.0,0.0,0.0,0.0,2023,Augsburg
9,08.10.2022,15:30,Bundesliga,Spielwoche 9,Sa.,Heim,U,1.0,1.0,Wolfsburg,2.0,1.8,49.0,26.22,Jeffrey Gouweleeuw,4-1-3-2,Daniel Siebert,Spielbericht,,17.0,5.0,148.0,0.0,0.0,0.0,2023,Augsburg
10,16.10.2022,15:30,Bundesliga,Spielwoche 10,So.,Auswärts,N,2.0,3.0,Köln,0.4,1.5,36.0,49.0,Elvis Rexhbeçaj,4-4-2,Felix Zwayer,Spielbericht,,5.0,2.0,208.0,1.0,0.0,0.0,2023,Augsburg
12,22.10.2022,15:30,Bundesliga,Spielwoche 11,Sa.,Heim,U,3.0,3.0,RB Leipzig,1.6,2.4,33.0,25.109,Jeffrey Gouweleeuw,4-2-2-2,Robert Schröder,Spielbericht,,8.0,2.0,181.0,0.0,1.0,1.0,2023,Augsburg
13,29.10.2022,15:30,Bundesliga,Spielwoche 12,Sa.,Auswärts,N,1.0,2.0,Stuttgart,1.0,2.6,38.0,46.4,Jeffrey Gouweleeuw,4-4-2,Tobias Stieler,Spielbericht,,11.0,4.0,169.0,0.0,0.0,0.0,2023,Augsburg
14,05.11.2022,15:30,Bundesliga,Spielwoche 13,Sa.,Heim,N,1.0,2.0,Eint Frankfurt,1.2,1.2,42.0,30.087,Jeffrey Gouweleeuw,4-2-2-2,Deniz Aytekin,Spielbericht,,10.0,4.0,141.0,0.0,0.0,0.0,2023,Augsburg
15,09.11.2022,20:30,Bundesliga,Spielwoche 14,Mi.,Auswärts,U,2.0,2.0,Union Berlin,0.6,1.2,41.0,22.012,Jeffrey Gouweleeuw,4-2-3-1,Sascha Stegemann,Spielbericht,,7.0,2.0,204.0,1.0,0.0,0.0,2023,Augsburg
16,12.11.2022,15:30,Bundesliga,Spielwoche 15,Sa.,Heim,N,0.0,1.0,Bochum,2.2,1.1,54.0,28.011,Jeffrey Gouweleeuw,3-4-3,Felix Brych,Spielbericht,,17.0,5.0,173.0,0.0,0.0,1.0,2023,Augsburg
17,22.01.2023,15:30,Bundesliga,Spielwoche 16,So.,Auswärts,N,3.0,4.0,Dortmund,1.7,2.9,32.0,81.365,Jeffrey Gouweleeuw,4-4-2,Frank Willenborg,Spielbericht,,14.0,4.0,174.0,0.0,0.0,0.0,2023,Augsburg
18,25.01.2023,20:30,Bundesliga,Spielwoche 17,Mi.,Heim,S,1.0,0.0,M'Gladbach,0.9,0.3,44.0,23.158,Jeffrey Gouweleeuw,4-4-2,Daniel Schlager,Spielbericht,,14.0,4.0,201.0,2.0,0.0,0.0,2023,Augsburg
19,28.01.2023,15:30,Bundesliga,Spielwoche 18,Sa.,Auswärts,N,1.0,3.0,Freiburg,1.7,1.7,54.0,33.5,Jeffrey Gouweleeuw,4-4-2,Christian Dingert,Spielbericht,,14.0,3.0,177.0,0.0,1.0,1.0,2023,Augsburg
20,03.02.2023,20:30,Bundesliga,Spielwoche 19,Fr.,Heim,S,1.0,0.0,Leverkusen,0.9,0.6,41.0,27.318,Jeffrey Gouweleeuw,4-4-2,Marco Fritz,Spielbericht,,10.0,5.0,190.0,0.0,0.0,0.0,2023,Augsburg
21,11.02.2023,15:30,Bundesliga,Spielwoche 20,Sa.,Auswärts,N,1.0,3.0,Mainz 05,1.5,2.4,50.0,22.2,Jeffrey Gouweleeuw,4-3-3,Sven Jablonski,Spielbericht,,12.0,2.0,142.0,0.0,1.0,1.0,2023,Augsburg
22,17.02.2023,20:30,Bundesliga,Spielwoche 21,Fr.,Heim,S,1.0,0.0,Hoffenheim,1.6,0.6,46.0,25.872,Jeffrey Gouweleeuw,4-4-2,Patrick Ittrich,Spielbericht,,13.0,2.0,177.0,0.0,0.0,0.0,2023,Augsburg
23,25.02.2023,15:30,Bundesliga,Spielwoche 22,Sa.,Auswärts,N,0.0,2.0,Hertha BSC,0.5,0.6,56.0,40.522,Jeffrey Gouweleeuw,4-4-2,Matthias Jöllenbeck,Spielbericht,,8.0,1.0,172.0,1.0,0.0,0.0,2023,Augsburg
24,04.03.2023,15:30,Bundesliga,Spielwoche 23,Sa.,Heim,S,2.0,1.0,Werder Bremen,0.6,2.3,38.0,30.66,Jeffrey Gouweleeuw,4-4-2,Felix Zwayer,Spielbericht,,9.0,5.0,216.0,0.0,0.0,0.0,2023,Augsburg
25,11.03.2023,15:30,Bundesliga,Spielwoche 24,Sa.,Auswärts,N,3.0,5.0,Bayern München,2.5,2.4,35.0,75.0,Jeffrey Gouweleeuw,4-2-3-1,Florian Badstübner,Spielbericht,,12.0,5.0,178.0,0.0,1.0,1.0,2023,Augsburg
26,18.03.2023,15:30,Bundesliga,Spielwoche 25,Sa.,Heim,U,1.0,1.0,Schalke 04,0.3,1.8,43.0,30.66,Jeffrey Gouweleeuw,4-4-2,Daniel Schlager,Spielbericht,,9.0,3.0,241.0,1.0,0.0,0.0,2023,Augsburg
27,01.04.2023,15:30,Bundesliga,Spielwoche 26,Sa.,Auswärts,U,2.0,2.0,Wolfsburg,0.6,3.5,32.0,22.107,Jeffrey Gouweleeuw,4-4-2,Martin Petersen,Spielbericht,,5.0,2.0,192.0,0.0,0.0,0.0,2023,Augsburg
28,08.04.2023,15:30,Bundesliga,Spielwoche 27,Sa.,Heim,N,1.0,3.0,Köln,0.8,1.7,53.0,30.66,Jeffrey Gouweleeuw,4-4-2,Robert Schröder,Spielbericht,,13.0,1.0,184.0,0.0,0.0,0.0,2023,Augsburg
29,15.04.2023,15:30,Bundesliga,Spielwoche 28,Sa.,Auswärts,N,2.0,3.0,RB Leipzig,0.7,1.8,42.0,46.058,Jeffrey Gouweleeuw,3-4-3,Marco Fritz,Spielbericht,,12.0,2.0,199.0,0.0,0.0,0.0,2023,Augsburg
30,21.04.2023,20:30,Bundesliga,Spielwoche 29,Fr.,Heim,U,1.0,1.0,Stuttgart,0.7,1.1,38.0,30.66,Ohis Felix Uduokhai,4-4-2,Christian Dingert,Spielbericht,,4.0,1.0,191.0,1.0,0.0,0.0,2023,Augsburg
31,29.04.2023,15:30,Bundesliga,Spielwoche 30,Sa.,Auswärts,U,1.0,1.0,Eint Frankfurt,0.7,0.6,41.0,50.0,Jeffrey Gouweleeuw,4-4-2,Frank Willenborg,Spielbericht,,10.0,3.0,189.0,0.0,0.0,0.0,2023,Augsburg
32,06.05.2023,15:30,Bundesliga,Spielwoche 31,Sa.,Heim,S,1.0,0.0,Union Berlin,0.9,0.7,38.0,30.66,Jeffrey Gouweleeuw,3-4-3,Florian Badstübner,Spielbericht,,13.0,3.0,217.0,1.0,0.0,0.0,2023,Augsburg
33,13.05.2023,15:30,Bundesliga,Spielwoche 32,Sa.,Auswärts,N,2.0,3.0,Bochum,1.8,1.2,45.0,24.453,Jeffrey Gouweleeuw,3-4-3,Patrick Ittrich,Spielbericht,,15.0,2.0,130.0,1.0,0.0,0.0,2023,Augsburg
34,21.05.2023,17:30,Bundesliga,Spielwoche 33,So.,Heim,N,0.0,3.0,Dortmund,0.2,3.1,36.0,30.66,Jeffrey Gouweleeuw,4-3-3,Tobias Welz,Spielbericht,,4.0,1.0,261.0,1.0,0.0,0.0,2023,Augsburg
35,27.05.2023,15:30,Bundesliga,Spielwoche 34,Sa.,Auswärts,N,0.0,2.0,M'Gladbach,0.5,3.0,26.0,52.186,Jeffrey Gouweleeuw,4-2-2-2,Matthias Jöllenbeck,Spielbericht,,9.0,2.0,179.0,1.0,0.0,0.0,2023,Augsburg
1,07.08.2022,15:30,Bundesliga,Spielwoche 1,So.,Heim,U,1.0,1.0,RB Leipzig,0.8,1.6,33.0,46.0,Wataru Endo,3-5-2,Tobias Stieler,Spielbericht,,11.0,2.0,220.0,0.0,0.0,0.0,2023,Stuttgart
2,13.08.2022,15:30,Bundesliga,Spielwoche 2,Sa.,Auswärts,U,2.0,2.0,Werder Bremen,1.4,0.5,43.0,41.0,Wataru Endo,3-5-2,Robert Hartmann,Spielbericht,,14.0,7.0,206.0,0.0,0.0,0.0,2023,Stuttgart
3,20.08.2022,15:30,Bundesliga,Spielwoche 3,Sa.,Heim,N,0.0,1.0,Freiburg,0.9,0.6,60.0,47.5,Wataru Endo,3-4-3,Felix Brych,Spielbericht,,17.0,4.0,169.0,0.0,0.0,0.0,2023,Stuttgart
4,28.08.2022,15:30,Bundesliga,Spielwoche 4,So.,Auswärts,U,0.0,0.0,Köln,2.1,0.6,37.0,50.0,Wataru Endo,3-4-3,Harm Osmers,Spielbericht,,14.0,5.0,154.0,0.0,0.0,0.0,2023,Stuttgart
5,03.09.2022,15:30,Bundesliga,Spielwoche 5,Sa.,Heim,U,1.0,1.0,Schalke 04,0.6,2.3,43.0,47.5,Wataru Endo,3-5-2,Florian Badstübner,Spielbericht,,13.0,3.0,192.0,0.0,0.0,0.0,2023,Stuttgart
6,10.09.2022,15:30,Bundesliga,Spielwoche 6,Sa.,Auswärts,U,2.0,2.0,Bayern München,1.2,2.2,34.0,75.0,Wataru Endo,3-5-2,Christian Dingert,Spielbericht,,6.0,2.0,239.0,0.0,1.0,1.0,2023,Stuttgart
7,17.09.2022,15:30,Bundesliga,Spielwoche 7,Sa.,Heim,N,1.0,3.0,Eint Frankfurt,1.0,1.0,56.0,47.5,Wataru Endo,3-5-2,Daniel Siebert,Spielbericht,,15.0,2.0,177.0,1.0,0.0,0.0,2023,Stuttgart
8,01.10.2022,15:30,Bundesliga,Spielwoche 8,Sa.,Auswärts,N,2.0,3.0,Wolfsburg,1.5,2.0,43.0,24.125,Wataru Endo,4-3-3,Felix Zwayer,Spielbericht,,14.0,7.0,169.0,0.0,0.0,0.0,2023,Stuttgart
9,09.10.2022,19:30,Bundesliga,Spielwoche 9,So.,Heim,N,0.0,1.0,Union Berlin,1.0,0.7,52.0,43.25,Wataru Endo,3-1-4-2,Bastian Dankert,Spielbericht,,9.0,3.0,137.0,1.0,0.0,0.0,2023,Stuttgart
10,15.10.2022,15:30,Bundesliga,Spielwoche 10,Sa.,Heim,S,4.0,1.0,Bochum,2.2,1.6,48.0,45.4,Wataru Endo,4-1-3-2,Christian Dingert,Spielbericht,,16.0,6.0,154.0,1.0,1.0,1.0,2023,Stuttgart
12,22.10.2022,15:30,Bundesliga,Spielwoche 11,Sa.,Auswärts,N,0.0,5.0,Dortmund,1.0,2.6,40.0,81.365,Wataru Endo,3-5-2,Daniel Schlager,Spielbericht,,10.0,1.0,173.0,0.0,0.0,0.0,2023,Stuttgart
13,29.10.2022,15:30,Bundesliga,Spielwoche 12,Sa.,Heim,S,2.0,1.0,Augsburg,2.6,1.0,62.0,46.4,Wataru Endo,4-4-2,Tobias Stieler,Spielbericht,,29.0,6.0,168.0,0.0,0.0,0.0,2023,Stuttgart
14,04.11.2022,20:30,Bundesliga,Spielwoche 13,Fr.,Auswärts,N,1.0,3.0,M'Gladbach,1.1,0.9,45.0,53.178,Wataru Endo,4-4-2,Matthias Jöllenbeck,Spielbericht,,13.0,4.0,181.0,0.0,0.0,0.0,2023,Stuttgart
15,08.11.2022,20:30,Bundesliga,Spielwoche 14,Di.,Heim,S,2.0,1.0,Hertha BSC,2.0,0.7,60.0,44.5,Wataru Endo,4-3-3,Frank Willenborg,Spielbericht,,17.0,7.0,162.0,0.0,0.0,0.0,2023,Stuttgart
16,12.11.2022,15:30,Bundesliga,Spielwoche 15,Sa.,Auswärts,N,0.0,2.0,Leverkusen,0.3,1.6,55.0,30.21,Waldemar Anton,3-4-3,Florian Badstübner,Spielbericht,,7.0,1.0,241.0,1.0,0.0,0.0,2023,Stuttgart
17,21.01.2023,15:30,Bundesliga,Spielwoche 16,Sa.,Heim,U,1.0,1.0,Mainz 05,1.6,1.4,55.0,45.903,Wataru Endo,4-3-3,Felix Brych,Spielbericht,,16.0,4.0,202.0,0.0,0.0,0.0,2023,Stuttgart
18,24.01.2023,20:30,Bundesliga,Spielwoche 17,Di.,Auswärts,U,2.0,2.0,Hoffenheim,0.8,2.0,51.0,23.159,Wataru Endo,4-3-3,Florian Badstübner,Spielbericht,,8.0,4.0,213.0,0.0,0.0,0.0,2023,Stuttgart
19,27.01.2023,20:30,Bundesliga,Spielwoche 18,Fr.,Auswärts,N,1.0,2.0,RB Leipzig,1.7,1.0,46.0,46.158,Wataru Endo,4-2-3-1,Felix Zwayer,Spielbericht,,11.0,3.0,230.0,0.0,1.0,1.0,2023,Stuttgart
21,05.02.2023,15:30,Bundesliga,Spielwoche 19,So.,Heim,N,0.0,2.0,Werder Bremen,1.3,0.5,58.0,47.7,Wataru Endo,4-3-3,Frank Willenborg,Spielbericht,,17.0,5.0,188.0,1.0,0.0,0.0,2023,Stuttgart
22,11.02.2023,15:30,Bundesliga,Spielwoche 20,Sa.,Auswärts,N,1.0,2.0,Freiburg,1.1,2.0,47.0,34.7,Wataru Endo,4-3-3,Sascha Stegemann,Spielbericht,,15.0,3.0,180.0,1.0,0.0,0.0,2023,Stuttgart
23,18.02.2023,15:30,Bundesliga,Spielwoche 21,Sa.,Heim,S,3.0,0.0,Köln,1.5,0.5,45.0,46.85,Wataru Endo,4-3-3,Benjamin Cortus,Spielbericht,,17.0,7.0,139.0,1.0,0.0,0.0,2023,Stuttgart
24,25.02.2023,18:30,Bundesliga,Spielwoche 22,Sa.,Auswärts,N,1.0,2.0,Schalke 04,1.2,1.5,65.0,62.271,Wataru Endo,4-3-3,Deniz Aytekin,Spielbericht,,17.0,5.0,185.0,0.0,0.0,0.0,2023,Stuttgart
25,04.03.2023,18:30,Bundesliga,Spielwoche 23,Sa.,Heim,N,1.0,2.0,Bayern München,0.8,2.1,40.0,47.8,Wataru Endo,4-3-3,Christian Dingert,Spielbericht,,10.0,3.0,159.0,0.0,0.0,0.0,2023,Stuttgart
26,11.03.2023,15:30,Bundesliga,Spielwoche 24,Sa.,Auswärts,U,1.0,1.0,Eint Frankfurt,0.8,0.7,48.0,50.0,Wataru Endo,4-3-3,Robert Hartmann,Spielbericht,,10.0,4.0,178.0,0.0,0.0,0.0,2023,Stuttgart
27,18.03.2023,15:30,Bundesliga,Spielwoche 25,Sa.,Heim,N,0.0,1.0,Wolfsburg,0.5,0.6,57.0,44.9,Wataru Endo,4-3-3,Felix Brych,Spielbericht,,12.0,2.0,217.0,0.0,0.0,0.0,2023,Stuttgart
28,01.04.2023,15:30,Bundesliga,Spielwoche 26,Sa.,Auswärts,N,0.0,3.0,Union Berlin,2.2,1.9,61.0,22.012,Wataru Endo,4-3-3,Florian Badstübner,Spielbericht,,17.0,7.0,199.0,1.0,0.0,0.0,2023,Stuttgart
30,09.04.2023,17:30,Bundesliga,Spielwoche 27,So.,Auswärts,S,3.0,2.0,Bochum,2.2,2.4,45.0,26.0,Wataru Endo,3-5-2,Frank Willenborg,Spielbericht,,15.0,7.0,173.0,1.0,0.0,0.0,2023,Stuttgart
31,15.04.2023,15:30,Bundesliga,Spielwoche 28,Sa.,Heim,U,3.0,3.0,Dortmund,1.4,1.8,43.0,47.3,Wataru Endo,3-4-3,Harm Osmers,Spielbericht,,12.0,5.0,167.0,1.0,0.0,0.0,2023,Stuttgart
32,21.04.2023,20:30,Bundesliga,Spielwoche 29,Fr.,Auswärts,U,1.0,1.0,Augsburg,1.1,0.7,62.0,30.66,Wataru Endo,3-4-3,Christian Dingert,Spielbericht,,7.0,3.0,146.0,1.0,0.0,0.0,2023,Stuttgart
33,29.04.2023,15:30,Bundesliga,Spielwoche 30,Sa.,Heim,S,2.0,1.0,M'Gladbach,2.3,1.2,42.0,47.7,Wataru Endo,5-3-2,Tobias Welz,Spielbericht,,16.0,4.0,179.0,0.0,1.0,1.0,2023,Stuttgart
35,06.05.2023,15:30,Bundesliga,Spielwoche 31,Sa.,Auswärts,N,1.0,2.0,Hertha BSC,1.5,1.2,70.0,63.443,Wataru Endo,3-4-3,Deniz Aytekin,Spielbericht,,14.0,4.0,178.0,1.0,0.0,0.0,2023,Stuttgart
36,14.05.2023,15:30,Bundesliga,Spielwoche 32,So.,Heim,U,1.0,1.0,Leverkusen,1.3,1.8,52.0,47.5,Wataru Endo,3-4-3,Frank Willenborg,Spielbericht,,8.0,0.0,158.0,0.0,1.0,1.0,2023,Stuttgart
37,21.05.2023,15:30,Bundesliga,Spielwoche 33,So.,Auswärts,S,4.0,1.0,Mainz 05,1.8,1.3,53.0,33.305,Wataru Endo,3-4-3,Sven Jablonski,Spielbericht,,7.0,6.0,138.0,1.0,0.0,0.0,2023,Stuttgart
38,27.05.2023,15:30,Bundesliga,Spielwoche 34,Sa.,Heim,U,1.0,1.0,Hoffenheim,2.5,0.8,57.0,47.5,Wataru Endo,3-4-3,Robert Schröder,Spielbericht,,23.0,4.0,172.0,1.0,0.0,0.0,2023,Stuttgart
1,07.08.2022,17:30,Bundesliga,Spielwoche 1,So.,Auswärts,N,1.0,3.0,Köln,0.2,4.1,25.0,50.0,Maya Yoshida,4-1-4-1,Robert Schröder,Spielbericht,,5.0,2.0,189.0,0.0,0.0,0.0,2023,Schalke 04
2,13.08.2022,18:30,Bundesliga,Spielwoche 2,Sa.,Heim,U,2.0,2.0,M'Gladbach,1.4,1.3,33.0,62.271,Simon Terodde,4-4-2,Sven Jablonski,Spielbericht,,11.0,3.0,197.0,1.0,1.0,1.0,2023,Schalke 04
3,20.08.2022,15:30,Bundesliga,Spielwoche 3,Sa.,Auswärts,U,0.0,0.0,Wolfsburg,1.1,1.3,29.0,26.959,Danny Latza,4-3-3,Felix Zwayer,Spielbericht,,9.0,1.0,221.0,0.0,0.0,1.0,2023,Schalke 04
4,27.08.2022,15:30,Bundesliga,Spielwoche 4,Sa.,Heim,N,1.0,6.0,Union Berlin,1.9,1.1,59.0,62.271,Simon Terodde,4-2-3-1,Robert Hartmann,Spielbericht,,15.0,6.0,146.0,0.0,1.0,1.0,2023,Schalke 04
5,03.09.2022,15:30,Bundesliga,Spielwoche 5,Sa.,Auswärts,U,1.0,1.0,Stuttgart,2.3,0.6,57.0,47.5,Simon Terodde,4-2-3-1,Florian Badstübner,Spielbericht,,12.0,2.0,147.0,0.0,0.0,0.0,2023,Schalke 04
6,10.09.2022,18:30,Bundesliga,Spielwoche 6,Sa.,Heim,S,3.0,1.0,Bochum,1.5,1.1,45.0,62.041,Simon Terodde,4-2-3-1,Felix Zwayer,Spielbericht,,20.0,8.0,198.0,1.0,0.0,0.0,2023,Schalke 04
7,17.09.2022,15:30,Bundesliga,Spielwoche 7,Sa.,Auswärts,N,0.0,1.0,Dortmund,0.1,1.8,35.0,81.1,Simon Terodde,4-2-3-1,Felix Brych,Spielbericht,,3.0,0.0,194.0,0.0,0.0,0.0,2023,Schalke 04
8,02.10.2022,17:30,Bundesliga,Spielwoche 8,So.,Heim,N,2.0,3.0,Augsburg,1.8,1.4,56.0,60.328,Simon Terodde,4-2-2-2,Daniel Schlager,Spielbericht,,17.0,6.0,140.0,0.0,0.0,0.0,2023,Schalke 04
9,08.10.2022,15:30,Bundesliga,Spielwoche 9,Sa.,Auswärts,N,0.0,4.0,Leverkusen,0.4,1.5,40.0,30.21,Simon Terodde,4-4-2,Tobias Reichel,Spielbericht,,2.0,1.0,91.0,0.0,0.0,0.0,2023,Schalke 04
10,14.10.2022,20:30,Bundesliga,Spielwoche 10,Fr.,Heim,N,0.0,3.0,Hoffenheim,0.7,3.2,51.0,59.811,Simon Terodde,4-5-1,Florian Badstübner,Spielbericht,,15.0,2.0,178.0,1.0,0.0,0.0,2023,Schalke 04
12,23.10.2022,17:30,Bundesliga,Spielwoche 11,So.,Auswärts,N,1.0,2.0,Hertha BSC,0.6,0.8,46.0,60.165,Simon Terodde,3-4-1-2,Martin Petersen,Spielbericht,,9.0,2.0,177.0,0.0,0.0,0.0,2023,Schalke 04
13,30.10.2022,17:30,Bundesliga,Spielwoche 12,So.,Heim,N,0.0,2.0,Freiburg,0.6,2.3,45.0,61.115,Maya Yoshida,4-2-3-1,Christian Dingert,Spielbericht,,12.0,3.0,190.0,0.0,0.0,0.0,2023,Schalke 04
14,05.11.2022,18:30,Bundesliga,Spielwoche 13,Sa.,Auswärts,N,1.0,2.0,Werder Bremen,1.4,1.0,55.0,41.0,Simon Terodde,4-2-3-1,Felix Brych,Spielbericht,,19.0,3.0,187.0,1.0,0.0,0.0,2023,Schalke 04
15,09.11.2022,20:30,Bundesliga,Spielwoche 14,Mi.,Heim,S,1.0,0.0,Mainz 05,1.5,0.8,45.0,58.256,Simon Terodde,4-2-3-1,Tobias Reichel,Spielbericht,,14.0,4.0,170.0,1.0,0.0,0.0,2023,Schalke 04
16,12.11.2022,18:30,Bundesliga,Spielwoche 15,Sa.,Heim,N,0.0,2.0,Bayern München,0.8,1.9,32.0,62.271,Simon Terodde,4-2-3-1,Felix Zwayer,Spielbericht,,7.0,2.0,183.0,0.0,0.0,0.0,2023,Schalke 04
17,21.01.2023,15:30,Bundesliga,Spielwoche 16,Sa.,Auswärts,N,0.0,3.0,Eint Frankfurt,1.8,1.2,57.0,50.0,Danny Latza,4-2-3-1,Marco Fritz,Spielbericht,,19.0,4.0,143.0,1.0,0.0,0.0,2023,Schalke 04
18,24.01.2023,18:30,Bundesliga,Spielwoche 17,Di.,Heim,N,1.0,6.0,RB Leipzig,0.7,2.7,43.0,56.841,Danny Latza,4-1-4-1,Benjamin Cortus,Spielbericht,,9.0,1.0,240.0,1.0,0.0,0.0,2023,Schalke 04
19,29.01.2023,15:30,Bundesliga,Spielwoche 18,So.,Heim,U,0.0,0.0,Köln,1.2,0.3,54.0,61.571,Danny Latza,4-2-3-1,Matthias Jöllenbeck,Spielbericht,,17.0,2.0,184.0,0.0,0.0,0.0,2023,Schalke 04
20,04.02.2023,18:30,Bundesliga,Spielwoche 19,Sa.,Auswärts,U,0.0,0.0,M'Gladbach,1.0,1.1,46.0,54.042,Simon Terodde,4-1-4-1,Deniz Aytekin,Spielbericht,,19.0,5.0,208.0,1.0,0.0,0.0,2023,Schalke 04
21,10.02.2023,20:30,Bundesliga,Spielwoche 20,Fr.,Heim,U,0.0,0.0,Wolfsburg,1.3,1.3,53.0,60.836,Cédric Brunner,4-2-3-1,Benjamin Brand,Spielbericht,,20.0,5.0,183.0,1.0,0.0,0.0,2023,Schalke 04
22,19.02.2023,15:30,Bundesliga,Spielwoche 21,So.,Auswärts,U,0.0,0.0,Union Berlin,0.4,0.9,46.0,22.012,Maya Yoshida,4-2-3-1,Tobias Reichel,Spielbericht,,8.0,1.0,164.0,0.0,0.0,0.0,2023,Schalke 04
23,25.02.2023,18:30,Bundesliga,Spielwoche 22,Sa.,Heim,S,2.0,1.0,Stuttgart,1.5,1.2,35.0,62.271,Maya Yoshida,4-2-3-1,Deniz Aytekin,Spielbericht,,12.0,6.0,139.0,2.0,0.0,0.0,2023,Schalke 04
24,04.03.2023,15:30,Bundesliga,Spielwoche 23,Sa.,Auswärts,S,2.0,0.0,Bochum,0.6,1.3,39.0,26.0,Maya Yoshida,4-3-3,Felix Brych,Spielbericht,,10.0,4.0,199.0,0.0,0.0,0.0,2023,Schalke 04
25,11.03.2023,18:30,Bundesliga,Spielwoche 24,Sa.,Heim,U,2.0,2.0,Dortmund,1.5,2.0,35.0,61.571,Maya Yoshida,4-2-3-1,Marco Fritz,Spielbericht,,10.0,4.0,231.0,0.0,0.0,0.0,2023,Schalke 04
